question,category,sub_intent
빅데이터인공지능전공 2-1 전공선택 목록 알려줘,수강 신청,교육과정_스의정24교육과정_2_1_전공선택
2학년 때 전공선택 뭐 들어?,수강 신청,교육과정_스의정24교육과정_2_1_전공선택
전공선택 과목 중에 2학년 거 뭐야?,수강 신청,교육과정_스의정24교육과정_2_1_전공선택
24교육과정 2학년 1학기 과목 알려줘,수강 신청,교육과정_스의정24교육과정_2_1_전공선택
2학년 1학기에 뭐 들어야 해?,수강 신청,교육과정_스의정24교육과정_2_1_전공선택
빅데이터인공지능전공 2학년 1학기 전공필수 과목 뭐 있어?,수강 신청,교육과정_스의정24교육과정_2_1_전공필수
2학년 1학기에 전공필수 뭐 들어야 돼?,수강 신청,교육과정_스의정24교육과정_2_1_전공필수
2학년 1학기 전공필수 몇 과목이야?,수강 신청,교육과정_스의정24교육과정_2_1_전공필수
빅데이터인공지능전공 2학년 1학기 수업 알려줘,수강 신청,교육과정_스의정24교육과정_2_1_전공필수
2학년 1학기 전체 학점 얼마야?,수강 신청,교육과정_스의정24교육과정_2_1_전공필수
빅데이터인공지능전공 2-1 전공필수 목록 알려줘,수강 신청,교육과정_스의정24교육과정_2_1_전공필수
2학년 때 전공필수 뭐 들어?,수강 신청,교육과정_스의정24교육과정_2_1_전공필수
전공필수 과목 중에 2학년 거 뭐야?,수강 신청,교육과정_스의정24교육과정_2_1_전공필수
24교육과정 2학년 1학기 과목 알려줘,수강 신청,교육과정_스의정24교육과정_2_1_전공필수
2학년 1학기에 뭐 들어야 해?,수강 신청,교육과정_스의정24교육과정_2_1_전공필수
빅데이터인공지능전공 2학년 2학기 전공선택 과목 뭐 있어?,수강 신청,교육과정_스의정24교육과정_2_2_전공선택
2학년 2학기에 전공선택 뭐 들어야 돼?,수강 신청,교육과정_스의정24교육과정_2_2_전공선택
2학년 2학기 전공선택 몇 과목이야?,수강 신청,교육과정_스의정24교육과정_2_2_전공선택
빅데이터인공지능전공 2학년 2학기 수업 알려줘,수강 신청,교육과정_스의정24교육과정_2_2_전공선택
2학년 2학기 전체 학점 얼마야?,수강 신청,교육과정_스의정24교육과정_2_2_전공선택
빅데이터인공지능전공 2-2 전공선택 목록 알려줘,수강 신청,교육과정_스의정24교육과정_2_2_전공선택
2학년 때 전공선택 뭐 들어?,수강 신청,교육과정_스의정24교육과정_2_2_전공선택
전공선택 과목 중에 2학년 거 뭐야?,수강 신청,교육과정_스의정24교육과정_2_2_전공선택
24교육과정 2학년 2학기 과목 알려줘,수강 신청,교육과정_스의정24교육과정_2_2_전공선택
2학년 2학기에 뭐 들어야 해?,수강 신청,교육과정_스의정24교육과정_2_2_전공선택
빅데이터인공지능전공 4학년 1학기 전공필수 과목 뭐 있어?,수강 신청,교육과정_스의정24교육과정_4_1_전공필수
4학년 1학기에 전공필수 뭐 들어야 돼?,수강 신청,교육과정_스의정24교육과정_4_1_전공필수
4학년 1학기 전공필수 몇 과목이야?,수강 신청,교육과정_스의정24교육과정_4_1_전공필수
빅데이터인공지능전공 4학년 1학기 수업 알려줘,수강 신청,교육과정_스의정24교육과정_4_1_전공필수
4학년 1학기 전체 학점 얼마야?,수강 신청,교육과정_스의정24교육과정_4_1_전공필수
빅데이터인공지능전공 4-1 전공필수 목록 알려줘,수강 신청,교육과정_스의정24교육과정_4_1_전공필수
4학년 때 전공필수 뭐 들어?,수강 신청,교육과정_스의정24교육과정_4_1_전공필수
전공필수 과목 중에 4학년 거 뭐야?,수강 신청,교육과정_스의정24교육과정_4_1_전공필수
24교육과정 4학년 1학기 과목 알려줘,수강 신청,교육과정_스의정24교육과정_4_1_전공필수
4학년 1학기에 뭐 들어야 해?,수강 신청,교육과정_스의정24교육과정_4_1_전공필수
빅데이터인공지능전공 2학년 2학기 전공필수 과목 뭐 있어?,수강 신청,교육과정_스의정24교육과정_2_2_전공필수
2학년 2학기에 전공필수 뭐 들어야 돼?,수강 신청,교육과정_스의정24교육과정_2_2_전공필수
2학년 2학기 전공필수 몇 과목이야?,수강 신청,교육과정_스의정24교육과정_2_2_전공필수
빅데이터인공지능전공 2학년 2학기 수업 알려줘,수강 신청,교육과정_스의정24교육과정_2_2_전공필수
2학년 2학기 전체 학점 얼마야?,수강 신청,교육과정_스의정24교육과정_2_2_전공필수
빅데이터인공지능전공 2-2 전공필수 목록 알려줘,수강 신청,교육과정_스의정24교육과정_2_2_전공필수
2학년 때 전공필수 뭐 들어?,수강 신청,교육과정_스의정24교육과정_2_2_전공필수
전공필수 과목 중에 2학년 거 뭐야?,수강 신청,교육과정_스의정24교육과정_2_2_전공필수
24교육과정 2학년 2학기 과목 알려줘,수강 신청,교육과정_스의정24교육과정_2_2_전공필수
2학년 2학기에 뭐 들어야 해?,수강 신청,교육과정_스의정24교육과정_2_2_전공필수
빅데이터인공지능전공 1학년 1학기 전공필수 과목 뭐 있어?,수강 신청,교육과정_스의정24교육과정_1_1_전공필수
1학년 1학기에 전공필수 뭐 들어야 돼?,수강 신청,교육과정_스의정24교육과정_1_1_전공필수
1학년 1학기 전공필수 몇 과목이야?,수강 신청,교육과정_스의정24교육과정_1_1_전공필수
빅데이터인공지능전공 1학년 1학기 수업 알려줘,수강 신청,교육과정_스의정24교육과정_1_1_전공필수
1학년 1학기 전체 학점 얼마야?,수강 신청,교육과정_스의정24교육과정_1_1_전공필수
빅데이터인공지능전공 1-1 전공필수 목록 알려줘,수강 신청,교육과정_스의정24교육과정_1_1_전공필수
1학년 때 전공필수 뭐 들어?,수강 신청,교육과정_스의정24교육과정_1_1_전공필수
전공필수 과목 중에 1학년 거 뭐야?,수강 신청,교육과정_스의정24교육과정_1_1_전공필수
24교육과정 1학년 1학기 과목 알려줘,수강 신청,교육과정_스의정24교육과정_1_1_전공필수
1학년 1학기에 뭐 들어야 해?,수강 신청,교육과정_스의정24교육과정_1_1_전공필수
빅데이터인공지능전공 1학년 1학기 전공선택 과목 뭐 있어?,수강 신청,교육과정_스의정24교육과정_1_1_전공선택
1학년 1학기에 전공선택 뭐 들어야 돼?,수강 신청,교육과정_스의정24교육과정_1_1_전공선택
1학년 1학기 전공선택 몇 과목이야?,수강 신청,교육과정_스의정24교육과정_1_1_전공선택
빅데이터인공지능전공 1학년 1학기 수업 알려줘,수강 신청,교육과정_스의정24교육과정_1_1_전공선택
1학년 1학기 전체 학점 얼마야?,수강 신청,교육과정_스의정24교육과정_1_1_전공선택
빅데이터인공지능전공 1-1 전공선택 목록 알려줘,수강 신청,교육과정_스의정24교육과정_1_1_전공선택
1학년 때 전공선택 뭐 들어?,수강 신청,교육과정_스의정24교육과정_1_1_전공선택
전공선택 과목 중에 1학년 거 뭐야?,수강 신청,교육과정_스의정24교육과정_1_1_전공선택
24교육과정 1학년 1학기 과목 알려줘,수강 신청,교육과정_스의정24교육과정_1_1_전공선택
1학년 1학기에 뭐 들어야 해?,수강 신청,교육과정_스의정24교육과정_1_1_전공선택
빅데이터인공지능전공 3학년 1학기 전공선택 과목 뭐 있어?,수강 신청,교육과정_스의정24교육과정_3_1_전공선택
3학년 1학기에 전공선택 뭐 들어야 돼?,수강 신청,교육과정_스의정24교육과정_3_1_전공선택
3학년 1학기 전공선택 몇 과목이야?,수강 신청,교육과정_스의정24교육과정_3_1_전공선택
빅데이터인공지능전공 3학년 1학기 수업 알려줘,수강 신청,교육과정_스의정24교육과정_3_1_전공선택
3학년 1학기 전체 학점 얼마야?,수강 신청,교육과정_스의정24교육과정_3_1_전공선택
빅데이터인공지능전공 3-1 전공선택 목록 알려줘,수강 신청,교육과정_스의정24교육과정_3_1_전공선택
3학년 때 전공선택 뭐 들어?,수강 신청,교육과정_스의정24교육과정_3_1_전공선택
전공선택 과목 중에 3학년 거 뭐야?,수강 신청,교육과정_스의정24교육과정_3_1_전공선택
24교육과정 3학년 1학기 과목 알려줘,수강 신청,교육과정_스의정24교육과정_3_1_전공선택
3학년 1학기에 뭐 들어야 해?,수강 신청,교육과정_스의정24교육과정_3_1_전공선택
빅데이터인공지능전공 3학년 1학기 전공필수 과목 뭐 있어?,수강 신청,교육과정_스의정24교육과정_3_1_전공필수
3학년 1학기에 전공필수 뭐 들어야 돼?,수강 신청,교육과정_스의정24교육과정_3_1_전공필수
3학년 1학기 전공필수 몇 과목이야?,수강 신청,교육과정_스의정24교육과정_3_1_전공필수
빅데이터인공지능전공 3학년 1학기 수업 알려줘,수강 신청,교육과정_스의정24교육과정_3_1_전공필수
3학년 1학기 전체 학점 얼마야?,수강 신청,교육과정_스의정24교육과정_3_1_전공필수
빅데이터인공지능전공 3-1 전공필수 목록 알려줘,수강 신청,교육과정_스의정24교육과정_3_1_전공필수
3학년 때 전공필수 뭐 들어?,수강 신청,교육과정_스의정24교육과정_3_1_전공필수
전공필수 과목 중에 3학년 거 뭐야?,수강 신청,교육과정_스의정24교육과정_3_1_전공필수
24교육과정 3학년 1학기 과목 알려줘,수강 신청,교육과정_스의정24교육과정_3_1_전공필수
3학년 1학기에 뭐 들어야 해?,수강 신청,교육과정_스의정24교육과정_3_1_전공필수
빅데이터인공지능전공 3학년 2학기 전공선택 과목 뭐 있어?,수강 신청,교육과정_스의정24교육과정_3_2_전공선택
3학년 2학기에 전공선택 뭐 들어야 돼?,수강 신청,교육과정_스의정24교육과정_3_2_전공선택
3학년 2학기 전공선택 몇 과목이야?,수강 신청,교육과정_스의정24교육과정_3_2_전공선택
빅데이터인공지능전공 3학년 2학기 수업 알려줘,수강 신청,교육과정_스의정24교육과정_3_2_전공선택
3학년 2학기 전체 학점 얼마야?,수강 신청,교육과정_스의정24교육과정_3_2_전공선택
빅데이터인공지능전공 3-2 전공선택 목록 알려줘,수강 신청,교육과정_스의정24교육과정_3_2_전공선택
3학년 때 전공선택 뭐 들어?,수강 신청,교육과정_스의정24교육과정_3_2_전공선택
전공선택 과목 중에 3학년 거 뭐야?,수강 신청,교육과정_스의정24교육과정_3_2_전공선택
24교육과정 3학년 2학기 과목 알려줘,수강 신청,교육과정_스의정24교육과정_3_2_전공선택
3학년 2학기에 뭐 들어야 해?,수강 신청,교육과정_스의정24교육과정_3_2_전공선택
빅데이터인공지능전공 4학년 1학기 전공선택 과목 뭐 있어?,수강 신청,교육과정_스의정24교육과정_4_1_전공선택
4학년 1학기에 전공선택 뭐 들어야 돼?,수강 신청,교육과정_스의정24교육과정_4_1_전공선택
4학년 1학기 전공선택 몇 과목이야?,수강 신청,교육과정_스의정24교육과정_4_1_전공선택
빅데이터인공지능전공 4학년 1학기 수업 알려줘,수강 신청,교육과정_스의정24교육과정_4_1_전공선택
4학년 1학기 전체 학점 얼마야?,수강 신청,교육과정_스의정24교육과정_4_1_전공선택
빅데이터인공지능전공 4-1 전공선택 목록 알려줘,수강 신청,교육과정_스의정24교육과정_4_1_전공선택
4학년 때 전공선택 뭐 들어?,수강 신청,교육과정_스의정24교육과정_4_1_전공선택
전공선택 과목 중에 4학년 거 뭐야?,수강 신청,교육과정_스의정24교육과정_4_1_전공선택
24교육과정 4학년 1학기 과목 알려줘,수강 신청,교육과정_스의정24교육과정_4_1_전공선택
4학년 1학기에 뭐 들어야 해?,수강 신청,교육과정_스의정24교육과정_4_1_전공선택
빅데이터인공지능전공 4학년 2학기 전공선택 과목 뭐 있어?,수강 신청,교육과정_스의정24교육과정_4_2_전공선택
4학년 2학기에 전공선택 뭐 들어야 돼?,수강 신청,교육과정_스의정24교육과정_4_2_전공선택
4학년 2학기 전공선택 몇 과목이야?,수강 신청,교육과정_스의정24교육과정_4_2_전공선택
빅데이터인공지능전공 4학년 2학기 수업 알려줘,수강 신청,교육과정_스의정24교육과정_4_2_전공선택
4학년 2학기 전체 학점 얼마야?,수강 신청,교육과정_스의정24교육과정_4_2_전공선택
빅데이터인공지능전공 4-2 전공선택 목록 알려줘,수강 신청,교육과정_스의정24교육과정_4_2_전공선택
4학년 때 전공선택 뭐 들어?,수강 신청,교육과정_스의정24교육과정_4_2_전공선택
전공선택 과목 중에 4학년 거 뭐야?,수강 신청,교육과정_스의정24교육과정_4_2_전공선택
24교육과정 4학년 2학기 과목 알려줘,수강 신청,교육과정_스의정24교육과정_4_2_전공선택
4학년 2학기에 뭐 들어야 해?,수강 신청,교육과정_스의정24교육과정_4_2_전공선택
빅데이터인공지능전공 1학년 2학기 전공선택 과목 뭐 있어?,수강 신청,교육과정_스의정24교육과정_1_2_전공선택
